STRD_YR_CD,STRD_QTR_CD,ADSTRD_CD,ADSTRD_CD_NM,TOTL_RCTM_PUL_CNT,MALE_RCTM_PUL_CNT,FMLE_RCTM_PUL_CNT,AGRDE_10_RCTM_PUL_CNT,AGRDE_20_RCTM_PUL_CNT,AGRDE_30_RCTM_PUL_CNT,AGRDE_40_RCTM_PUL_CNT,AGRDE_50_RCTM_PUL_CNT,AGRDE_60_ABOVE_RCTM_PUL_CNT,MALE_AGRDE_10_RCTM_PUL_CNT,MALE_AGRDE_20_RCTM_PUL_CNT,MALE_AGRDE_30_RCTM_PUL_CNT,MALE_AGRDE_40_RCTM_PUL_CNT,MALE_AGRDE_50_RCTM_PUL_CNT,MALE_AGRDE_60_ABOVE_RCTM_PUL_CNT,FMLE_AGRDE_10_RCTM_PUL_CNT,FMLE_AGRDE_20_RCTM_PUL_CNT,FMLE_AGRDE_30_RCTM_PUL_CNT,FMLE_AGRDE_40_RCTM_PUL_CNT,FMLE_AGRDE_50_RCTM_PUL_CNT,FMLE_AGRDE_60_ABOVE_RCTM_PUL_CNT,AREA_DIMS
2016,2,11320515,창5동,4825,2415,2410,15,554,1179,1377,1252,448,7,159,563,708,704,274,8,395,616,669,548,174,676820
2016,2,11320521,도봉1동,3271,2010,1261,4,230,438,844,1103,652,4,88,220,521,738,439,0,142,218,323,365,213,8547209
2016,2,11320522,도봉2동,5280,2975,2305,4,346,770,1115,1238,1807,1,125,396,559,666,1228,3,221,374,556,572,579,1204332
2016,2,11320660,쌍문1동,2269,914,1355,1,345,401,578,635,309,1,52,168,221,266,206,0,293,233,357,369,103,1177010
2016,2,11320670,쌍문2동,3152,1497,1655,16,281,546,676,773,860,6,100,281,316,405,389,10,181,265,360,368,471,539384
2016,2,11320680,쌍문3동,2013,921,1092,4,407,491,533,421,157,3,104,230,246,232,106,1,303,261,287,189,51,504867
2016,2,11320681,쌍문4동,1109,431,678,1,125,264,277,306,136,1,21,105,96,120,88,0,104,159,181,186,48,543784
2016,2,11320690,방학1동,5089,2871,2218,14,540,834,1224,1504,973,9,201,431,625,884,721,5,339,403,599,620,252,1041785
2016,2,11320700,방학2동,1179,504,675,1,128,290,314,294,152,0,40,155,125,109,75,1,88,135,189,185,77,1102018
2016,2,11320710,방학3동,1838,818,1020,4,133,295,481,587,338,2,32,117,184,255,228,2,101,178,297,332,110,1856777
2016,2,11350560,월계1동,2853,1676,1177,4,291,542,705,801,510,3,91,283,425,514,360,1,200,259,280,287,150,1218934
2016,2,11350570,월계2동,2142,1083,1059,4,232,418,625,581,282,4,69,158,306,347,199,0,163,260,319,234,83,1991095
2016,2,11350580,월계3동,1494,673,821,0,140,264,442,421,227,0,29,109,161,212,162,0,111,155,281,209,65,1133881
2016,2,11350595,공릉1동,8740,4459,4281,32,932,1567,2099,2298,1812,15,352,903,1044,1090,1055,17,580,664,1055,1208,757,1217193
2016,2,11350600,공릉2동,6386,2945,3441,7,898,1404,1617,1565,895,3,197,542,702,858,643,4,701,862,915,707,252,7207339
2016,2,11350611,하계1동,7339,4098,3241,21,1117,1799,1882,1843,677,11,444,924,1087,1167,465,10,673,875,795,676,212,1467562
2016,2,11350612,하계2동,584,188,396,0,48,110,179,186,61,0,10,33,33,59,53,0,38,77,146,127,8,513857
2016,2,11350619,중계본동,2359,1136,1223,4,203,426,592,518,616,1,79,177,261,237,381,3,124,249,331,281,235,2094464
2016,2,11350621,중계1동,1461,604,857,8,204,275,433,374,167,3,64,112,154,164,107,5,140,163,279,210,60,624508
2016,2,11350624,중계4동,2275,933,1342,12,194,394,647,681,347,4,71,177,261,256,164,8,123,217,386,425,183,1540528
2016,2,11350625,중계2.3동,2662,1079,1583,18,288,560,774,730,292,9,80,252,306,257,175,9,208,308,468,473,117,912217
2016,2,11350630,상계1동,4975,2534,2441,12,513,863,1342,1311,934,7,198,474,642,680,533,5,315,389,700,631,401,4997346
2016,2,11350640,상계2동,4359,1786,2573,17,802,843,1066,1060,571,6,265,371,447,411,286,11,537,472,619,649,285,629194
2016,2,11350665,상계3.4동,3252,1846,1406,1,217,369,767,1006,892,0,72,175,419,653,527,1,145,194,348,353,365,5751720
2016,2,11350670,상계5동,2082,825,1257,4,144,238,431,544,721,0,59,127,160,183,296,4,85,111,271,361,425,473604
2016,2,11350695,상계6.7동,8592,3494,5098,10,1425,2150,2270,1842,895,5,300,739,943,984,523,5,1125,1411,1327,858,372,1434043
2016,2,11350700,상계8동,1010,291,719,1,117,196,341,231,124,0,20,37,58,89,87,1,97,159,283,142,37,668937
2016,2,11350710,상계9동,1253,446,807,3,108,279,408,322,133,1,25,70,111,144,95,2,83,209,297,178,38,833448
2016,2,11350720,상계10동,953,350,603,0,100,196,279,284,94,0,20,64,93,105,68,0,80,132,186,179,26,802642
2016,2,11380510,녹번동,6672,3357,3315,11,744,1571,1813,1694,839,8,258,671,915,1005,500,3,486,900,898,689,339,1923020
2016,2,11380520,불광1동,2456,1019,1437,3,353,727,662,477,234,3,87,314,300,188,127,0,266,413,362,289,107,2948578
2016,2,11380530,불광2동,3306,1578,1728,10,426,772,935,777,386,5,145,372,468,398,190,5,281,400,467,379,196,1756596
2016,2,11380551,갈현1동,2091,972,1119,5,330,477,552,458,269,3,109,224,243,235,158,2,221,253,309,223,111,909869
2016,2,11380552,갈현2동,3091,1258,1833,8,351,699,793,788,452,2,84,322,306,296,248,6,267,377,487,492,204,1018512
2016,2,11380560,구산동,4165,1907,2258,13,433,769,962,1303,685,1,134,297,384,696,395,12,299,472,578,607,290,1316383
2016,2,11380570,대조동,3226,1359,1867,18,415,659,925,746,463,2,131,275,394,309,248,16,284,384,531,437,215,867572
2016,2,11380580,응암1동,3880,1763,2117,11,455,859,1004,960,591,8,147,378,432,417,381,3,308,481,572,543,210,1126418
2016,2,11380590,응암2동,1071,527,544,0,128,211,279,289,164,0,23,74,122,180,128,0,105,137,157,109,36,554079
2016,2,11380600,응암3동,2713,1133,1580,13,327,575,781,682,335,7,122,247,302,279,176,6,205,328,479,403,159,933101
2016,2,11380625,역촌동,4023,1668,2355,12,435,836,1031,1074,635,4,128,353,444,395,344,8,307,483,587,679,291,1138805
2016,2,11380631,신사1동,1927,932,995,5,242,370,488,476,346,0,75,179,216,244,218,5,167,191,272,232,128,823498
2016,2,11380632,신사2동,1574,786,788,1,127,246,393,409,398,0,33,84,186,242,241,1,94,162,207,167,157,1050676
2016,2,11380640,증산동,2540,1449,1091,10,278,524,656,647,425,6,92,254,337,413,347,4,186,270,319,234,78,929526
2016,2,11380650,수색동,1481,727,754,1,251,353,350,317,209,1,42,140,186,210,148,0,209,213,164,107,61,1169504
2016,2,11380690,진관동,3712,1692,2020,12,398,694,1097,1103,408,5,99,251,459,621,257,7,299,443,638,482,151,12836383
2016,2,11410520,천연동,1361,571,790,1,137,319,358,346,200,0,45,123,145,138,120,1,92,196,213,208,80,866603
2016,2,11410555,북아현동,1128,499,629,2,118,173,306,340,189,0,30,75,140,158,96,2,88,98,166,182,93,461555
2016,2,11410565,충현동,26730,15391,11339,35,4258,9363,7336,4101,1637,13,1733,5155,4700,2661,1129,22,2525,4208,2636,1440,508,1139343
2016,2,11410585,신촌동,18479,7634,10845,61,4511,5856,4333,2718,1000,19,1234,2148,2044,1520,669,42,3277,3708,2289,1198,331,2504686
2016,2,11410615,연희동,7987,4253,3734,39,1104,1989,1927,1994,934,24,396,1026,993,1214,600,15,708,963,934,780,334,2965760
2016,2,11410620,홍제1동,1618,662,956,0,242,349,429,351,247,0,45,134,177,150,156,0,197,215,252,201,91,1492096
2016,2,11410640,홍제3동,1659,675,984,3,194,311,440,355,356,0,51,121,156,138,209,3,143,190,284,217,147,1093373
2016,2,11410655,홍제2동,1080,507,573,5,95,163,271,377,169,5,29,71,95,200,107,0,66,92,176,177,62,705399
2016,2,11410660,홍은1동,1173,468,705,4,137,227,315,290,200,1,36,96,116,99,120,3,101,131,199,191,80,1538023
2016,2,11410685,홍은2동,3624,1945,1679,7,502,786,880,938,511,4,172,347,480,569,373,3,330,439,400,369,138,2049745
2016,2,11410690,남가좌1동,1042,517,525,2,198,222,262,222,136,0,38,91,148,146,94,2,160,131,114,76,42,484765
2016,2,11410700,남가좌2동,1664,785,879,10,215,349,418,389,283,2,61,146,180,209,187,8,154,203,238,180,96,787125
2016,2,11410710,북가좌1동,1651,1018,633,2,176,264,415,436,358,1,46,125,224,315,307,1,130,139,191,121,51,562752
2016,2,11410720,북가좌2동,2485,1288,1197,7,251,443,630,694,460,5,98,212,299,384,290,2,153,231,331,310,170,806705
2016,2,11440555,아현동,22743,12922,9821,88,3765,7482,5887,4158,1363,25,1440,4378,3840,2366,873,63,2325,3104,2047,1792,490,870645
2016,2,11440565,공덕동,10763,6550,4213,40,2055,2779,3285,1825,779,11,909,1562,2290,1327,451,29,1146,1217,995,498,328,891209
2016,2,11440585,도화동,13717,7227,6490,55,2753,3751,3330,2469,1359,27,1143,2098,1783,1259,917,28,1610,1653,1547,1210,442,863516
2016,2,11440590,용강동,15412,8940,6472,38,2279,4440,3826,2848,1981,11,776,2717,2493,1643,1300,27,1503,1723,1333,1205,681,910388
2016,2,11440600,대흥동,9087,4609,4478,86,2629,2484,1758,1243,887,46,953,1326,1039,738,507,40,1676,1158,719,505,380,854083
2016,2,11440610,염리동,5103,3081,2022,57,809,1611,1259,886,481,33,418,1077,838,420,295,24,391,534,421,466,186,549601
2016,2,11440630,신수동,4285,2390,1895,7,591,1350,1232,765,340,2,195,764,755,449,225,5,396,586,477,316,115,914314
2016,2,11440655,서강동,9179,5128,4051,23,1866,2464,1914,1371,1541,11,674,1497,1317,848,781,12,1192,967,597,523,760,1890596
2016,2,11440660,서교동,43377,22200,21177,211,10789,12838,9218,5874,4447,83,3975,7107,5643,3010,2382,128,6814,5731,3575,2864,2065,1641475
2016,2,11440680,합정동,10231,5404,4827,57,2131,3604,2547,1283,609,9,674,1913,1593,800,415,48,1457,1691,954,483,194,1792621
2016,2,11440690,망원1동,2619,1414,1205,16,452,674,710,490,277,11,193,407,388,240,175,5,259,267,322,250,102,1111518
2016,2,11440700,망원2동,2978,1345,1633,9,391,760,880,636,302,1,148,383,376,239,198,8,243,377,504,397,104,1209563
2016,2,11440710,연남동,4197,2240,1957,12,900,1387,1018,587,293,4,332,735,618,349,202,8,568,652,400,238,91,641653
2016,2,11440720,성산1동,10252,7050,3202,29,1161,2069,2013,1605,3375,16,454,1214,1257,1060,3049,13,707,855,756,545,326,855779
2016,2,11440730,성산2동,8683,3699,4984,16,639,1381,1902,2884,1861,13,250,599,942,1148,747,3,389,782,960,1736,1114,1990923
2016,2,11440740,상암동,35646,21726,13920,122,9253,12536,8828,3587,1320,55,3522,7633,6681,2779,1056,67,5731,4903,2147,808,264,7646126
2016,2,11470510,목1동,15076,9480,5596,61,2447,4334,4352,2803,1079,15,1073,2625,3123,1947,697,46,1374,1709,1229,856,382,1572490
2016,2,11470520,목2동,2343,1228,1115,2,322,703,611,489,216,0,120,395,335,243,135,2,202,308,276,246,81,1021500
2016,2,11470530,목3동,1915,866,1049,7,211,405,481,450,361,4,64,191,221,190,196,3,147,214,260,260,165,533074
2016,2,11470540,목4동,1778,810,968,2,206,360,491,462,257,2,60,165,200,224,159,0,146,195,291,238,98,578170
2016,2,11470550,목5동,6369,2326,4043,9,1166,1679,1587,1244,684,2,225,504,556,599,440,7,941,1175,1031,645,244,2055129
2016,2,11470560,신월1동,2455,1483,972,5,183,441,727,762,337,4,66,257,428,480,248,1,117,184,299,282,89,625887
2016,2,11470570,신월2동,2170,1075,1095,4,204,393,618,620,331,2,76,175,266,344,212,2,128,218,352,276,119,608140
2016,2,11470580,신월3동,2574,1429,1145,1,203,484,682,810,394,1,66,243,330,484,305,0,137,241,352,326,89,932122
2016,2,11470590,신월4동,1898,1125,773,10,154,296,480,571,387,8,62,149,234,362,310,2,92,147,246,209,77,470224
2016,2,11470600,신월5동,2582,1518,1064,3,203,403,526,579,868,2,53,157,215,300,791,1,150,246,311,279,77,523363
2016,2,11470610,신월6동,1200,630,570,1,128,182,327,337,225,0,42,83,152,192,161,1,86,99,175,145,64,437027
2016,2,11470611,신월7동,3660,2437,1223,4,303,553,1015,1079,706,2,181,356,616,719,563,2,122,197,399,360,143,1403954
2016,2,11470620,신정1동,2737,1297,1440,2,260,606,747,689,433,0,89,292,368,311,237,2,171,314,379,378,196,722680
2016,2,11470630,신정2동,1804,738,1066,3,243,337,526,468,227,1,51,171,186,188,141,2,192,166,340,280,86,594999
2016,2,11470640,신정3동,5555,3115,2440,2,550,1012,1388,1494,1109,0,160,459,712,880,904,2,390,553,676,614,205,2650845
2016,2,11470650,신정4동,7546,3696,3850,17,900,1637,1905,1796,1291,7,264,818,959,818,830,10,636,819,946,978,461,996406
2016,2,11470670,신정6동,5244,2844,2400,17,540,1292,1420,1517,458,14,241,620,682,988,299,3,299,672,738,529,159,972556
2016,2,11470680,신정7동,2122,1013,1109,4,234,427,664,540,253,3,82,208,313,251,156,1,152,219,351,289,97,1144112
2016,2,11500510,염창동,11826,7238,4588,36,1859,3458,3183,2209,1081,16,765,2123,2103,1410,821,20,1094,1335,1080,799,260,1957926
2016,2,11500520,등촌1동,30014,12199,17815,71,4023,7616,10642,6587,1075,51,2191,4916,3148,1255,638,20,1832,2700,7494,5332,437,649434
2016,2,11500530,등촌2동,2275,1245,1030,6,247,514,600,587,321,4,69,237,337,359,239,2,178,277,263,228,82,908847
2016,2,11500535,등촌3동,18259,9445,8814,80,3129,3792,3885,4984,2389,62,1438,2278,2145,2120,1402,18,1691,1514,1740,2864,987,1049363
2016,2,11500540,화곡1동,4226,1969,2257,17,551,935,1134,1055,534,6,207,484,534,427,311,11,344,451,600,628,223,1194778
2016,2,11500550,화곡2동,1444,692,752,2,189,423,437,301,92,0,78,228,195,128,63,2,111,195,242,173,29,456061
2016,2,11500560,화곡3동,2416,1109,1307,8,265,433,631,751,328,3,98,245,296,280,187,5,167,188,335,471,141,515596
2016,2,11500570,화곡4동,1744,790,954,6,241,369,500,453,175,6,87,181,193,222,101,0,154,188,307,231,74,853460
2016,2,11500590,화곡본동,2314,871,1443,1,299,562,637,505,310,0,58,231,247,185,150,1,241,331,390,320,160,1007050
2016,2,11500591,화곡6동,9599,5808,3791,28,986,2230,2344,2457,1554,14,421,1292,1452,1621,1008,14,565,938,892,836,546,1034624
2016,2,11500593,화곡8동,1421,543,878,11,188,299,390,328,205,4,57,142,145,90,105,7,131,157,245,238,100,567208
2016,2,11500603,가양1동,10182,6730,3452,24,1440,2682,2760,2145,1131,15,788,1731,1833,1452,911,9,652,951,927,693,220,5908521
2016,2,11500604,가양2동,2226,1110,1116,7,327,515,463,420,494,5,108,243,211,169,374,2,219,272,252,251,120,996881
2016,2,11500605,가양3동,5268,3184,2084,20,893,1742,1421,854,338,5,404,1131,922,502,220,15,489,611,499,352,118,691403
2016,2,11500611,발산1동,6798,3756,3042,18,650,1368,1863,1925,974,10,192,664,988,1168,734,8,458,704,875,757,240,3032326
2016,2,11500615,우장산동,4092,1724,2368,48,642,903,1061,898,540,20,190,425,468,345,276,28,452,478,593,553,264,1268459
2016,2,11500620,공항동,40972,23999,16973,35,7681,12941,12240,6737,1338,16,1929,6035,8957,5920,1142,19,5752,6906,3283,817,196,11377979
2016,2,11500630,방화1동,7903,5340,2563,17,1081,1913,2138,2025,729,4,660,1390,1474,1366,446,13,421,523,664,659,283,1125789
2016,2,11500640,방화2동,4316,2529,1787,22,663,875,990,1072,694,14,289,500,548,664,514,8,374,375,442,408,180,5564098
2016,2,11500641,방화3동,3181,1723,1458,6,250,604,737,887,697,3,56,242,406,580,436,3,194,362,331,307,261,1964100
2016,2,11530510,신도림동,9571,5480,4091,23,1665,2897,2449,1753,784,6,640,1659,1464,1125,586,17,1025,1238,985,628,198,1312211
2016,2,11530520,구로1동,2380,1148,1232,3,236,570,563,395,613,1,105,349,304,199,190,2,131,221,259,196,423,1004193
2016,2,11530530,구로2동,26447,14506,11941,51,3960,8329,6769,5037,2301,30,1385,4155,3908,3344,1684,21,2575,4174,2861,1693,617,1807452
2016,2,11530540,구로3동,78491,48852,29639,324,17500,28478,18519,9213,4457,181,8026,19273,12877,5356,3139,143,9474,9205,5642,3857,1318,1033159
2016,2,11530550,구로4동,2949,1267,1682,12,340,607,843,658,489,4,101,256,348,253,305,8,239,351,495,405,184,538215
2016,2,11530560,구로5동,20557,11774,8783,69,4003,6207,4564,3447,2267,42,1802,3613,2945,2019,1353,27,2201,2594,1619,1428,914,1075552
2016,2,11530595,가리봉동,1467,637,830,0,205,259,359,361,283,0,86,136,144,137,134,0,119,123,215,224,149,415751
2016,2,11530720,고척1동,5889,3574,2315,13,597,1127,1513,1417,1222,5,262,634,859,899,915,8,335,493,654,518,307,1100132
2016,2,11530730,고척2동,2028,955,1073,8,262,451,595,496,216,4,111,224,241,232,143,4,151,227,354,264,73,1013917
2016,2,11530740,개봉1동,3107,1422,1685,7,368,589,836,863,444,4,119,295,371,372,261,3,249,294,465,491,183,1168155
2016,2,11530750,개봉2동,1336,549,787,6,190,271,400,281,188,3,42,107,152,137,108,3,148,164,248,144,80,825368
2016,2,11530760,개봉3동,3652,2018,1634,3,136,315,508,606,2084,3,40,110,187,267,1411,0,96,205,321,339,673,831642
2016,2,11530770,오류1동,3380,1383,1997,13,372,694,1063,826,412,6,115,310,392,289,271,7,257,384,671,537,141,707130
2016,2,11530780,오류2동,3965,2016,1949,10,422,887,1049,1011,586,7,104,438,497,540,430,3,318,449,552,471,156,4314692
2016,2,11530790,수궁동,4120,2618,1502,9,422,882,1055,1148,604,9,207,543,626,742,491,0,215,339,429,406,113,2684146
2016,2,11545510,가산동,134782,84751,50031,2459,31476,43081,32393,16796,8577,1093,15116,29191,22520,10611,6220,1366,16360,13890,9873,6185,2357,2245346
2016,2,11545610,독산1동,16496,10958,5538,59,2006,4085,4572,3955,1819,44,1141,2873,2962,2550,1388,15,865,1212,1610,1405,431,1956086
2016,2,11545620,독산2동,1438,702,736,0,167,269,409,350,243,0,50,113,191,191,157,0,117,156,218,159,86,596742
2016,2,11545630,독산3동,5067,3047,2020,12,439,795,971,1047,1803,6,145,348,413,538,1597,6,294,447,558,509,206,982894
2016,2,11545640,독산4동,1959,1088,871,1,267,429,555,420,287,0,135,256,302,214,181,1,132,173,253,206,106,605029
2016,2,11545670,시흥1동,8822,4294,4528,19,1500,2387,1996,1901,1019,10,638,1152,892,1021,581,9,862,1235,1104,880,438,1437595
2016,2,11545680,시흥2동,1402,433,969,4,150,322,330,397,199,0,22,85,97,128,101,4,128,237,233,269,98,1170211
2016,2,11545690,시흥3동,9374,5795,3579,15,680,1808,3024,2546,1301,5,357,1149,1756,1571,957,10,323,659,1268,975,344,1328458
2016,2,11545700,시흥4동,858,305,553,2,84,171,274,235,92,1,23,56,76,96,53,1,61,115,198,139,39,873884
2016,2,11545710,시흥5동,2023,1097,926,0,155,271,577,664,356,0,35,129,302,393,238,0,120,142,275,271,118,1368598
2016,2,11560515,영등포본동,2378,1088,1290,14,380,522,620,536,306,7,134,233,251,260,203,7,246,289,369,276,103,843586
2016,2,11560535,영등포동,22679,13803,8876,74,3416,6076,5524,4522,3067,25,1416,3712,3720,2908,2022,49,2000,2364,1804,1614,1045,1390482
2016,2,11560540,여의동,276738,183636,93102,1330,53717,104940,71963,34029,10759,534,23833,70851,55837,25701,6880,796,29884,34089,16126,8328,3879,6703511
2016,2,11560550,당산1동,14627,8458,6169,52,2200,3557,3252,3049,2517,19,814,1983,1960,1995,1687,33,1386,1574,1292,1054,830,746447
2016,2,11560560,당산2동,27562,14890,12672,102,5417,6913,6190,4844,4096,46,1970,3873,3513,2736,2752,56,3447,3040,2677,2108,1344,1526636
2016,2,11560585,도림동,2087,1323,764,7,195,417,515,507,446,4,85,253,337,325,319,3,110,164,178,182,127,539427
2016,2,11560605,문래동,43692,26776,16916,152,8640,13188,10604,6762,4346,80,4214,8269,6663,4278,3272,72,4426,4919,3941,2484,1074,1738475
2016,2,11560610,양평1동,17464,10155,7309,68,3334,4313,4102,3321,2326,38,1337,2716,2523,1933,1608,30,1997,1597,1579,1388,718,869573
2016,2,11560620,양평2동,33598,18169,15429,125,5959,12398,9859,4043,1214,59,2467,6936,5347,2432,928,66,3492,5462,4512,1611,286,2573400
2016,2,11560630,신길1동,4838,2584,2254,7,521,749,946,1380,1235,1,148,383,532,759,761,6,373,366,414,621,474,762886
2016,2,11560650,신길3동,1636,882,754,2,140,304,439,407,344,0,41,164,213,213,251,2,99,140,226,194,93,510335
2016,2,11560660,신길4동,1239,633,606,4,131,352,384,232,136,2,43,187,202,117,82,2,88,165,182,115,54,298738
2016,2,11560670,신길5동,1113,518,595,3,106,275,286,297,146,2,30,108,132,142,104,1,76,167,154,155,42,498387
2016,2,11560680,신길6동,2418,1137,1281,12,264,529,611,568,434,4,61,268,270,268,266,8,203,261,341,300,168,676005
2016,2,11560690,신길7동,2672,1663,1009,4,404,598,656,683,327,2,255,408,428,350,220,2,149,190,228,333,107,599547
2016,2,11560700,대림1동,2673,1057,1616,7,679,663,600,473,251,4,132,266,282,218,155,3,547,397,318,255,96,493503
2016,2,11560710,대림2동,2270,1017,1253,3,267,519,711,453,317,1,83,221,261,224,227,2,184,298,450,229,90,574495
2016,2,11560720,대림3동,7817,4460,3357,18,897,1699,2097,1923,1183,8,423,1076,1289,1017,647,10,474,623,808,906,536,933892
2016,2,11590510,노량진1동,4832,2873,1959,7,544,1166,1298,1174,643,6,211,706,853,689,408,1,333,460,445,485,235,1876800
2016,2,11590520,노량진2동,4247,2213,2034,9,590,1191,988,966,503,6,301,471,472,620,343,3,289,720,516,346,160,619921
2016,2,11590530,상도1동,4180,2065,2115,4,583,1075,1171,898,449,2,196,489,621,473,284,2,387,586,550,425,165,1492421
2016,2,11590540,상도2동,2547,1047,1500,4,288,523,772,642,318,1,86,212,337,262,149,3,202,311,435,380,169,771971
2016,2,11590550,상도3동,1235,503,732,2,149,301,325,304,154,0,44,115,128,124,92,2,105,186,197,180,62,662403
2016,2,11590560,상도4동,1777,667,1110,9,257,394,478,403,236,1,57,168,194,144,103,8,200,226,284,259,133,947172
2016,2,11590605,흑석동,5598,2599,2999,11,1056,1509,1452,1081,489,4,267,574,749,653,352,7,789,935,703,428,137,2062251
2016,2,11590620,사당1동,5039,2503,2536,23,1098,1331,1311,801,475,11,283,670,763,441,335,12,815,661,548,360,140,630335
2016,2,11590630,사당2동,2856,1308,1548,13,412,679,733,666,353,4,143,322,344,283,212,9,269,357,389,383,141,3064442
2016,2,11590640,사당3동,2347,1194,1153,8,261,440,538,527,573,3,83,209,254,260,385,5,178,231,284,267,188,898029
2016,2,11590650,사당4동,1208,637,571,0,114,232,285,298,279,0,30,104,134,160,209,0,84,128,151,138,70,431219
2016,2,11590651,사당5동,983,467,516,1,192,237,257,211,85,0,96,97,108,102,64,1,96,140,149,109,21,658780
2016,2,11590660,대방동,9912,5473,4439,44,1234,2750,2330,2064,1490,2,469,1702,1391,1077,832,42,765,1048,939,987,658,1591876
2016,2,11590670,신대방1동,3917,2482,1435,22,565,958,873,802,697,20,347,690,568,419,438,2,218,268,305,383,259,685547
2016,2,11590680,신대방2동,27392,14648,12744,163,4352,7087,6647,5979,3164,67,2285,4352,3413,2899,1632,96,2067,2735,3234,3080,1532,1024271
2016,2,11620525,보라매동,5164,2234,2930,3,623,1662,1844,704,328,1,187,625,839,375,207,2,436,1037,1005,329,121,758003
2016,2,11620545,청림동,598,240,358,1,112,131,153,120,81,0,31,49,50,52,58,1,81,82,103,68,23,305629
2016,2,11620565,성현동,1387,550,837,1,143,355,425,334,129,0,40,146,147,132,85,1,103,209,278,202,44,695625
2016,2,11620575,행운동,3478,1747,1731,22,626,923,847,644,416,11,220,513,450,305,248,11,406,410,397,339,168,739229
2016,2,11620585,낙성대동,11635,6332,5303,6,1573,3609,2760,2386,1301,1,562,1638,1567,1534,1030,5,1011,1971,1193,852,271,2341406
2016,2,11620595,청룡동,7512,4277,3235,21,891,1842,1986,1843,929,11,376,979,1103,1186,622,10,515,863,883,657,307,1186204
2016,2,11620605,은천동,3711,1688,2023,3,487,729,828,987,677,1,133,357,376,443,378,2,354,372,452,544,299,738181
2016,2,11620615,중앙동,1922,928,994,4,296,475,503,355,289,2,91,225,266,176,168,2,205,250,237,179,121,385136
2016,2,11620625,인헌동,2465,1197,1268,3,287,597,671,536,371,2,79,307,307,256,246,1,208,290,364,280,125,709688
2016,2,11620630,남현동,3667,2223,1444,11,750,927,979,661,339,6,348,578,647,405,239,5,402,349,332,256,100,4218667
2016,2,11620645,서원동,3939,1750,2189,23,715,817,765,814,805,7,259,359,336,341,448,16,456,458,429,473,357,642690
2016,2,11620655,신원동,1069,425,644,2,130,213,248,266,210,1,35,83,109,100,97,1,95,130,139,166,113,549115
2016,2,11620665,서림동,1514,908,606,5,120,250,368,454,317,3,38,136,207,272,252,2,82,114,161,182,65,981577
2016,2,11620685,신사동,2215,1162,1053,3,301,431,577,569,334,2,123,243,306,282,206,1,178,188,271,287,128,609167
2016,2,11620695,신림동,2353,1163,1190,9,386,503,581,510,364,4,119,289,290,229,232,5,267,214,291,281,132,507666
2016,2,11620715,난향동,1294,476,818,3,97,199,253,347,395,1,16,53,90,108,208,2,81,146,163,239,187,786985
2016,2,11620725,조원동,3951,2349,1602,4,456,883,1117,940,551,1,219,564,641,549,375,3,237,319,476,391,176,652569
2016,2,11620735,대학동,2175,1210,965,6,265,476,548,591,289,3,98,240,305,355,209,3,167,236,243,236,80,8107585
2016,2,11620745,삼성동,1028,438,590,4,139,210,236,269,170,3,21,79,84,137,114,1,118,131,152,132,56,2591742
2016,2,11620765,미성동,3290,1632,1658,4,381,557,856,827,665,2,104,232,428,449,417,2,277,325,428,378,248,1355300
2016,2,11620775,난곡동,1063,425,638,1,144,246,290,278,104,0,26,96,107,133,63,1,118,150,183,145,41,982294
2016,2,11650510,서초1동,38249,20914,17335,165,9307,11704,8966,5410,2697,69,3663,7114,5368,2816,1884,96,5644,4590,3598,2594,813,1383210
2016,2,11650520,서초2동,48620,32956,15664,122,8347,15607,12957,7647,3940,59,4278,10587,9722,5512,2798,63,4069,5020,3235,2135,1142,1229759
2016,2,11650530,서초3동,74140,43231,30909,257,13213,22902,20138,11530,6100,104,4948,12976,13100,7547,4556,153,8265,9926,7038,3983,1544,3027494
2016,2,11650531,서초4동,25995,13299,12696,82,6846,9485,5418,2572,1592,22,2101,5096,3444,1568,1068,60,4745,4389,1974,1004,524,882770
2016,2,11650540,잠원동,19410,12334,7076,83,3726,6633,4899,2394,1675,34,1436,4394,3642,1625,1203,49,2290,2239,1257,769,472,1840832
2016,2,11650550,반포본동,1409,759,650,2,178,320,362,343,204,1,75,156,178,221,128,1,103,164,184,122,76,1491264
2016,2,11650560,반포1동,7341,4213,3128,18,1486,2515,1612,1002,708,7,623,1469,1081,594,439,11,863,1046,531,408,269,1000549
2016,2,11650570,반포2동,2012,1060,952,19,353,534,531,369,206,4,113,259,307,229,148,15,240,275,224,140,58,1258050
2016,2,11650580,반포3동,8688,4005,4683,53,1587,2491,1884,1542,1131,21,770,1193,989,529,503,32,817,1298,895,1013,628,1325140
2016,2,11650581,반포4동,35548,14709,20839,139,9476,11118,7933,4494,2388,46,2476,4838,3913,2081,1355,93,7000,6280,4020,2413,1033,1416005
2016,2,11650590,방배본동,7488,3848,3640,11,1185,1963,1723,1557,1049,4,478,1193,946,597,630,7,707,770,777,960,419,660469
2016,2,11650600,방배1동,11553,5985,5568,37,2619,3783,2761,1417,936,13,946,2163,1559,690,614,24,1673,1620,1202,727,322,691215
